x,y,class_id,class_name,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
648428.1169840829,5572066.293483781,10,Forest,0.030233334350585936,0.03764412536621094,0.02818861083984375,0.05170398559570313,0.12176962890625,0.1441192138671875,0.1334419677734375,0.15526595458984374,0.06542931518554687,0.03995641174316406
651660.3706080498,5574967.219301117,10,Forest,0.03192552185058594,0.0419822021484375,0.02471792755126953,0.05599271850585937,0.16124691162109375,0.189562841796875,0.1994986572265625,0.2051728271484375,0.0922963623046875,0.04162455139160156
663622.130466852,5576853.1510660425,10,Forest,0.04645895080566406,0.0704423828125,0.03892757263183594,0.10331795654296876,0.307775146484375,0.3606533203125,0.3709543212890625,0.379602734375,0.1706304443359375,0.08121219482421875
658369.4847903742,5576007.299478235,10,Forest,0.03362704772949219,0.052010498046875,0.041299932861328124,0.08202476806640625,0.18670821533203125,0.2159748779296875,0.2174255615234375,0.2365645751953125,0.1360929443359375,0.07436449584960937
660602.5089764466,5579320.109749872,10,Forest,0.03378851623535156,0.05408681030273438,0.026083145141601562,0.07095488891601562,0.2129896240234375,0.255125341796875,0.261851953125,0.2708554931640625,0.09344692993164062,0.0447702880859375
649255.5488512364,5589039.0559412185,10,Forest,0.03962766418457031,0.054365899658203126,0.03643297119140625,0.08138248901367187,0.17503546142578125,0.2027906005859375,0.214609130859375,0.21985546875,0.112058056640625,0.06064264526367188
647298.3935473418,5572312.958548552,10,Forest,0.109946044921875,0.12097353515625,0.03774025573730469,0.09359715576171874,0.2280201416015625,0.2741927978515625,0.271797802734375,0.3008631103515625,0.1295420654296875,0.06894884643554687
661137.0759689052,5576378.221198539,10,Forest,0.03738226623535156,0.053419805908203125,0.04780095520019531,0.09292342529296875,0.20140401611328124,0.239951708984375,0.2066058349609375,0.26030810546875,0.14858153076171876,0.08176556396484375
651962.350725615,5575411.668654156,10,Forest,0.02431619110107422,0.04241856384277344,0.02317989501953125,0.07150838623046875,0.26505087890625,0.32733330078125,0.307109326171875,0.34850341796875,0.1318312255859375,0.058994677734375
662291.5039860612,5590008.20066265,10,Forest,0.07613165283203124,0.09267213134765626,0.1216135009765625,0.1664562255859375,0.3152958251953125,0.355748291015625,0.40330986328125,0.3785656982421875,0.242939892578125,0.1362288330078125
653134.3484530925,5585376.260527795,10,Forest,0.03716645812988281,0.052334857177734374,0.048537478637695315,0.09987808837890624,0.248874560546875,0.3157927490234375,0.3229351806640625,0.340420751953125,0.215825244140625,0.11570830078125
647911.457766101,5590086.051908894,10,Forest,0.02061701965332031,0.03661155700683594,0.02182057342529297,0.06888516845703126,0.213091259765625,0.257566748046875,0.286511962890625,0.272333642578125,0.13565079345703124,0.06186912231445312
